ArtistId	ArtistName	Amount	ImageURL
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
90	Iron Maiden	0.99	https://therockrevival.com/wp-content/uploads/2015/06/Iron-Maiden-300x213.jpg
